sampleID_NGI	sampleID_HISTORICAL	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes_lab	sequencing_status	study_accession_ENA	sample_accession_ENA	experiment_accession_ENA	run_accession_ENA
P27361_1667	FH001_H200095_Blank_spikes	NA	H200095_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH001	H7	3000491445	H7	batch16	P27361	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370141	ERX12279869	ERR12907496
P27361_1665	FH001_H200034_Blank_spikes	NA	H200034_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH001	H5	3000491445	H5	batch16	P27361	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370142	ERX12279867	ERR12907494
P28409_1136	FH008_H200690_Blank_spikes	NA	H200690_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH008	H5	3000491440	H5	batch17	P28409	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370143	ERX12280008	ERR12907635
P28409_1152	FH008_H200012_Blank_spikes	NA	H200012_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH008	H7	3000491440	H7	batch17	P28409	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370144	ERX12280024	ERR12907651
P28409_1328	FH009_H200738_Blank_spikes	NA	H200738_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH009	H5	3000491441	H5	batch17	P28409	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370145	ERX12280198	ERR12907825
P28409_1344	FH009_H200760_Blank_spikes	NA	H200760_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH009	H7	3000491441	H7	batch17	P28409	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370146	ERX12280214	ERR12907841
P28409_1232	FH007_H200585_Blank_spikes	NA	H200585_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH007	H5	3000491439	H5	batch17	P28409	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370147	ERX12280103	ERR12907730
P28409_1040	FH006_H200483_Blank_spikes	NA	H200483_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH006	H5	3000491438	H5	batch17	P28409	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370148	ERX12279913	ERR12907540
P28409_1248	FH007_H200637_Blank_spikes	NA	H200637_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH007	H7	3000491439	H7	batch17	P28409	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370149	ERX12280119	ERR12907746
P28409_1056	FH006_H200524_Blank_spikes	NA	H200524_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH006	H7	3000491438	H7	batch17	P28409	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370150	ERX12279929	ERR12907556
P28410_1136	FH004_H200330_Blank_spikes	NA	H200330_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH004	H5	3000491442	H5	batch18	P28410	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370151	ERX12280388	ERR12908015
P28410_1412	FH005_H200371_Blank_spikes	NA	H200371_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH005	H5	3000491437	H5	batch18	P28410	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370152	ERX12280658	ERR12908285
P28410_1152	FH004_H200013_Blank_spikes	NA	H200013_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH004	H7	3000491442	H7	batch18	P28410	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370153	ERX12280404	ERR12908031
P28410_1040	FH002_H200136_Blank_spikes	NA	H200136_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH002	H5	3000491443	H5	batch18	P28410	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370154	ERX12280293	ERR12907920
P28410_1428	FH005_H200422_Blank_spikes	NA	H200422_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH005	H7	3000491437	H7	batch18	P28410	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370155	ERX12280674	ERR12908301
P28410_1056	FH002_H200177_Blank_spikes	NA	H200177_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH002	H7	3000491443	H7	batch18	P28410	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370157	ERX12280309	ERR12907936
P28410_1316	FH003_H200218_Blank_spikes	NA	H200218_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH003	H5	3000491437	H5	batch18	P28410	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370159	ERX12280563	ERR12908190
P28410_1332	FH003_H200279_Blank_spikes	NA	H200279_Blank_spikes	16S_homogenate_2019_SE	buffer_blank_art_spikes	Sweden	FALSE	TRUE	samples_metadata_malaise_SE.tsv	FH003	H7	3000491437	H7	batch18	P28410	Blank_sample with artifcial spikes added at the time of DNA purification	sequencing successfull	PRJEB61109	ERS16370160	ERX12280579	ERR12908206
P27361_1669	FH001_Neg_purification	NA	FH001_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH001	NA	3000491445	NA	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16370161	ERX12279871	ERR12907498
P28409_1072	FH006_Neg_purification	NA	FH006_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH006	NA	3000491438	NA	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16370162	ERX12279945	ERR12907572
P28409_1264	FH007_Neg_purification	NA	FH007_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH007	NA	3000491439	NA	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16370163	ERX12280135	ERR12907762
P28409_1168	FH008_Neg_purification	NA	FH008_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH008	NA	3000491440	NA	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16370164	ERX12280040	ERR12907667
P28409_1360	FH009_Neg_purification	NA	FH009_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH009	NA	3000491441	NA	batch17	P28409	NA	sequencing successfull	PRJEB61109	ERS16370165	ERX12280230	ERR12907857
P28410_1072	FH002_Neg_purification	NA	FH002_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH002	NA	3000491443	NA	batch18	P28410	NA	sequencing successfull	PRJEB61109	ERS16370166	ERX12280325	ERR12907952
P28410_1348	FH003_Neg_purification	NA	FH003_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH003	NA	3000491456	NA	batch18	P28410	NA	sequencing successfull	PRJEB61109	ERS16370167	ERX12280595	ERR12908222
P28410_1168	FH004_Neg_purification	NA	FH004_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH004	NA	3000491442	NA	batch18	P28410	NA	sequencing successfull	PRJEB61109	ERS16370168	ERX12280420	ERR12908047
P28410_1444	FH005_Neg_purification	NA	FH005_Neg_purification	16S_homogenate_2019_SE	extraction_neg	Sweden	FALSE	FALSE	NA	FH005	NA	3000491437	NA	batch18	P28410	NA	sequencing successfull	PRJEB61109	ERS16370169	ERX12280690	ERR12908317
P27361_1663	FH001_H200091	S1RTFB	H200091	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	H3	3000491445	H3	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367823	ERX12279865	ERR12907492
P27361_1656	FH001_H200084	S2NMHM	H200084	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	G8	3000491445	G8	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367782	ERX12279858	ERR12907485
P27361_1603	FH001_H200030	S2XVDE	H200030	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	C3	3000491445	C3	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367987	ERX12279805	ERR12907432
P27361_1599	FH001_H200026	S3EXT7	H200026	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B11	3000491445	B11	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368015	ERX12279801	ERR12907428
P27361_1596	FH001_H200023	S3IEQ2	H200023	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B8	3000491445	B8	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367969	ERX12279798	ERR12907425
P27361_1611	FH001_H200039	S4SJB2	H200039	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	C11	3000491445	C11	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367972	ERX12279813	ERR12907440
P27361_1659	FH001_H200087	S4YFYY	H200087	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	G11	3000491445	G11	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367851	ERX12279861	ERR12907488
P27361_1615	FH001_H200043	S5CD1W	H200043	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	D3	3000491445	D3	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367950	ERX12279817	ERR12907444
P27361_1617	FH001_H200045	S5Y1GE	H200045	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	D5	3000491445	D5	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367951	ERX12279819	ERR12907446
P27361_1610	FH001_H200038	S6D8YY	H200038	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	C10	3000491445	C10	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367980	ERX12279812	ERR12907439
P27361_1614	FH001_H200042	S7IBJI	H200042	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	D2	3000491445	D2	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367949	ERX12279816	ERR12907443
P27361_1588	FH001_H200015	S9JXEK	H200015	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	A12	3000491445	A12	batch16	P27361	During_homogenization used lysate from step mild lysis (not new buffer) and no new proteinase K added and no incubation.	sequencing successfull	PRJEB61109	ERS16368005	ERX12279790	ERR12907417
P27361_1595	FH001_H200022	S9KG3V	H200022	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B7	3000491445	B7	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367993	ERX12279797	ERR12907424
P27361_1601	FH001_H200028	SAN7C2	H200028	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	C1	3000491445	C1	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367947	ERX12279803	ERR12907430
P27361_1633	FH001_H200061	SB8JV9	H200061	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	E9	3000491445	E9	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367959	ERX12279835	ERR12907462
P27361_1613	FH001_H200041	SBBJEP	H200041	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	D1	3000491445	D1	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367956	ERX12279815	ERR12907442
P27361_1628	FH001_H200056	SBEKL2	H200056	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	E4	3000491445	E4	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367850	ERX12279830	ERR12907457
P27361_1589	FH001_H200016	SBEZW2	H200016	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B1	3000491445	B1	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368020	ERX12279791	ERR12907418
P27361_1616	FH001_H200044	SBGBVI	H200044	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	D4	3000491445	D4	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368025	ERX12279818	ERR12907445
P27361_1638	FH001_H200066	SBVJ3W	H200066	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	F2	3000491445	F2	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367848	ERX12279840	ERR12907467
P27361_1650	FH001_H200078	SBX1DM	H200078	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	G2	3000491445	G2	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367828	ERX12279852	ERR12907479
P27361_1609	FH001_H200037	SDZU3C	H200037	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	C9	3000491445	C9	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367988	ERX12279811	ERR12907438
P27361_1653	FH001_H200081	SEUTFF	H200081	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	G5	3000491445	G5	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367814	ERX12279855	ERR12907482
P27361_1597	FH001_H200024	SEUXSE	H200024	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B9	3000491445	B9	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368029	ERX12279799	ERR12907426
P27361_1590	FH001_H200017	SF9BLX	H200017	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B2	3000491445	B2	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368027	ERX12279792	ERR12907419
P27361_1629	FH001_H200057	SFCFHL	H200057	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	E5	3000491445	E5	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367830	ERX12279831	ERR12907458
P27361_1602	FH001_H200029	SFHARQ	H200029	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	C2	3000491445	C2	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367979	ERX12279804	ERR12907431
P27361_1585	FH001_H200010	SGFKYG	H200010	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	A9	3000491445	A9	batch16	P27361	During_homogenization used lysate from step mild lysis (not new buffer) and no new proteinase K added and no incubation.	sequencing successfull	PRJEB61109	ERS16368170	ERX12279787	ERR12907414
P27361_1644	FH001_H200072	SGPDF7	H200072	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	F8	3000491445	F8	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367967	ERX12279846	ERR12907473
P27361_1578	FH001_H200002	SGSEDV	H200002	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	A2	3000491445	A2	batch16	P27361	During_homogenization used lysate from step mild lysis (not new buffer) and no new proteinase K added and no incubation.	sequencing successfull	PRJEB61109	ERS16368102	ERX12279780	ERR12907407
P27361_1586	FH001_H200011	SH1E3B	H200011	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	A10	3000491445	A10	batch16	P27361	During_homogenization used lysate from step mild lysis (not new buffer) and no new proteinase K added and no incubation.	sequencing successfull	PRJEB61109	ERS16368139	ERX12279788	ERR12907415
P27361_1594	FH001_H200021	SHB1FF	H200021	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B6	3000491445	B6	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367985	ERX12279796	ERR12907423
P27361_1636	FH001_H200064	SHJE1Z	H200064	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	E12	3000491445	E12	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367975	ERX12279838	ERR12907465
P27361_1625	FH001_H200053	SHQXWN	H200053	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	E1	3000491445	E1	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367957	ERX12279827	ERR12907454
P27361_1622	FH001_H200050	SHRSMZ	H200050	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	D10	3000491445	D10	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368018	ERX12279824	ERR12907451
P27361_1646	FH001_H200074	SIBYCG	H200074	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	F10	3000491445	F10	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367998	ERX12279848	ERR12907475
P27361_1654	FH001_H200082	SIGZUF	H200082	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	G6	3000491445	G6	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367822	ERX12279856	ERR12907483
P27361_1630	FH001_H200058	SJ2E6U	H200058	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	E6	3000491445	E6	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367768	ERX12279832	ERR12907459
P27361_1606	FH001_H200033	SJ9SMZ	H200033	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	C6	3000491445	C6	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368017	ERX12279808	ERR12907435
P27361_1591	FH001_H200018	SJAAS3	H200018	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B3	3000491445	B3	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368008	ERX12279793	ERR12907420
P27361_1592	FH001_H200019	SJLBVX	H200019	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	B4	3000491445	B4	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368000	ERX12279794	ERR12907421
P27361_1605	FH001_H200032	SK5BWF	H200032	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	C5	3000491445	C5	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16368010	ERX12279807	ERR12907434
P27361_1662	FH001_H200090	SKEKNQ	H200090	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	H2	3000491445	H2	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367783	ERX12279864	ERR12907491
P27361_1649	FH001_H200077	SKGIXS	H200077	16S_homogenate_2019_SE	sample	Sweden	TRUE	TRUE	samples_metadata_malaise_SE.tsv	FH001	G1	3000491445	G1	batch16	P27361	NA	sequencing successfull	PRJEB61109	ERS16367991	ERX12279851	ERR12907478
